region,crop,year,rainfall_mm,avg_temperature_c,humidity_pct,soil_ph,soil_nitrogen_kg_ha,soil_phosphorus_kg_ha,soil_potassium_kg_ha,irrigation_pct_area,fertilizer_kg_ha,farm_area_ha,yield_tonnes_per_ha
West,Rice,2011,1044.7,31.7,55.2,7.11,65.2,27.2,98.4,46.5,118.4,12.47,2.06
East,Sugarcane,2017,1015.0,21.4,60.2,6.34,168.0,37.8,211.7,85.7,153.1,33.28,60.49
North,Wheat,2023,1285.1,21.8,73.5,7.53,81.4,46.0,196.4,19.3,106.1,19.14,1.72
East,Wheat,2015,1213.8,28.1,73.7,5.54,205.8,38.1,145.8,60.8,144.1,7.2,1.99
North,Soybean,2016,728.6,15.9,56.5,6.42,102.9,29.2,130.5,3.8,146.9,17.94,1.68
Central,Soybean,2023,1105.1,17.9,37.4,6.82,194.7,49.3,125.6,31.7,179.1,1.33,1.86
South,Rice,2014,662.3,29.5,63.7,5.56,72.1,53.1,46.6,47.3,92.7,0.5,2.22
South,Cotton,2018,1074.0,18.1,46.2,7.33,155.9,46.8,164.2,7.4,214.8,6.09,1.29
South,Wheat,2014,770.8,14.9,37.7,6.91,137.5,36.6,181.2,54.4,279.7,29.31,2.26
East,Soybean,2020,644.2,33.3,41.0,5.21,149.3,53.9,155.5,31.0,265.7,9.9,1.59
Central,Wheat,2014,970.0,17.0,64.9,6.47,153.9,42.1,146.5,99.3,145.0,2.91,2.19
North,Rice,2012,231.4,24.9,80.4,6.81,102.6,27.2,155.3,63.1,220.1,8.84,2.65
West,Rice,2020,462.3,24.3,60.6,6.03,74.2,60.5,115.9,24.4,213.0,0.5,2.72
North,Cotton,2010,855.6,9.9,63.2,5.32,118.2,50.3,130.0,10.3,177.4,5.09,0.96
West,Cotton,2011,920.6,22.7,77.7,6.72,127.8,43.2,143.3,4.1,190.6,2.17,1.4
North,Sugarcane,2017,807.7,26.2,36.8,8.27,103.5,21.4,177.9,9.1,221.0,0.5,38.67
Central,Rice,2024,505.1,25.8,67.8,6.19,129.7,33.8,205.2,68.0,233.0,2.3,2.83
West,Soybean,2010,695.5,28.5,59.8,7.76,131.5,75.3,140.8,85.5,131.3,10.25,1.49
East,Wheat,2016,997.8,22.1,68.5,5.9,88.1,22.4,108.2,15.7,224.9,6.41,2.36
North,Maize,2023,1045.4,27.6,52.7,6.67,133.8,41.2,151.4,40.2,280.0,0.5,4.21
North,Cotton,2023,895.9,20.6,47.7,7.12,110.6,44.8,230.5,35.4,232.9,4.22,1.52
West,Maize,2014,1189.2,16.9,62.1,6.49,95.5,49.8,111.7,64.5,272.2,11.16,4.76
East,Soybean,2012,999.3,17.5,84.7,6.26,147.6,22.5,185.4,18.3,25.0,24.74,1.47
East,Cotton,2021,713.1,16.7,72.9,7.08,92.8,47.6,203.4,95.3,215.7,16.59,1.34
Central,Maize,2021,829.9,29.0,52.4,8.01,104.0,19.7,135.6,72.9,195.9,0.5,3.67
East,Soybean,2024,549.3,16.4,39.9,6.74,122.5,46.5,122.0,95.5,241.6,1.97,1.69
East,Wheat,2020,873.0,25.4,34.8,6.09,168.1,35.2,173.0,27.7,112.5,1.86,2.22
East,Soybean,2016,1178.0,22.7,79.7,6.35,126.7,32.0,164.1,58.8,149.6,4.26,2.13
South,Sugarcane,2018,1071.3,23.5,45.7,8.52,138.5,57.5,177.8,73.2,234.0,8.3,41.88
Central,Cotton,2011,1250.5,30.8,55.1,6.61,109.6,41.5,232.9,71.1,116.4,1.33,1.02
North,Rice,2017,824.3,21.8,79.8,6.02,117.3,52.1,156.7,2.1,194.5,19.78,2.46
West,Wheat,2018,1236.5,27.1,35.8,5.58,118.3,52.6,102.3,99.8,179.0,12.01,2.25
North,Maize,2020,851.7,24.2,82.4,5.04,130.3,64.0,152.7,92.8,168.2,4.35,3.43
Central,Cotton,2012,1267.9,23.2,56.2,6.79,109.6,26.9,159.7,12.0,214.4,7.02,1.28
West,Rice,2011,894.5,35.5,42.8,7.02,166.9,58.8,200.7,54.4,113.1,6.24,2.15
Central,Soybean,2016,1076.8,16.8,56.3,6.18,106.9,45.2,142.1,31.5,133.2,6.98,1.65
East,Rice,2014,1268.8,30.4,49.2,6.49,60.2,39.3,133.6,87.9,171.6,15.74,2.77
West,Cotton,2014,851.6,27.3,66.6,5.56,216.0,27.8,95.2,69.8,107.9,1.79,1.13
East,Cotton,2019,954.6,21.6,50.3,6.61,108.5,54.1,171.9,22.4,253.9,9.21,1.56
North,Sugarcane,2014,1222.2,32.1,31.3,6.89,166.0,31.2,283.9,3.4,132.1,0.91,33.57
North,Sugarcane,2013,866.7,14.8,56.7,6.07,169.2,52.8,141.1,29.2,227.2,4.92,44.23
West,Rice,2022,569.8,21.4,39.7,7.85,153.1,73.9,168.1,3.8,127.5,8.08,1.85
West,Soybean,2014,1435.8,18.0,63.1,5.83,113.1,59.7,128.1,14.1,222.3,0.5,1.54
Central,Rice,2022,782.6,26.1,42.2,6.73,130.0,65.9,98.7,63.6,83.5,0.91,2.61
Central,Cotton,2013,939.7,18.4,52.7,7.18,75.4,34.2,167.4,74.5,264.5,0.77,1.47
East,Cotton,2024,1189.0,26.2,62.7,6.44,189.7,56.4,151.1,46.8,248.1,3.76,1.5
West,Maize,2022,747.9,23.1,56.8,6.35,90.2,27.8,54.6,60.0,146.8,7.78,4.41
North,Sugarcane,2015,648.0,21.6,63.8,5.36,111.1,41.5,214.4,15.6,130.5,44.1,35.26
Central,Maize,2013,963.4,25.9,70.2,7.59,123.5,71.1,166.6,31.7,207.5,2.35,3.68
Central,Wheat,2011,451.7,22.7,42.6,6.36,116.2,35.9,153.0,71.3,88.4,1.17,2.08
North,Cotton,2018,828.0,18.6,59.0,6.93,97.0,61.7,133.1,36.5,182.1,4.29,1.25
Central,Maize,2011,961.3,38.0,10.1,7.04,168.8,60.2,166.2,34.9,131.5,1.26,3.22
East,Rice,2018,832.5,21.6,63.7,6.0,153.3,61.1,168.1,19.4,164.7,0.5,2.66
West,Sugarcane,2019,514.1,12.9,55.5,6.34,131.3,26.0,166.1,59.5,141.4,6.64,31.82
North,Sugarcane,2015,1298.5,19.8,45.2,7.57,106.0,52.9,192.7,81.0,132.1,16.93,46.39
West,Soybean,2018,925.9,17.7,64.7,5.61,157.2,42.7,201.8,46.9,282.3,15.78,1.84
Central,Rice,2018,1257.8,28.1,77.6,8.2,103.7,61.3,230.2,11.6,226.8,0.85,2.05
Central,Soybean,2012,835.0,25.6,52.9,5.9,175.0,20.2,116.5,83.8,91.2,1.28,1.85
North,Maize,2010,680.0,26.0,45.8,5.56,123.9,50.5,127.1,7.1,127.5,5.4,2.84
East,Wheat,2010,967.3,22.1,62.5,6.61,163.0,48.4,164.4,47.2,231.4,3.67,2.64
South,Rice,2012,846.1,22.6,40.0,8.27,116.0,15.1,118.8,26.1,238.1,9.71,2.55
North,Rice,2014,605.6,22.1,50.1,4.97,122.5,31.7,125.3,93.6,96.9,5.46,2.17
South,Rice,2022,1267.4,23.6,78.3,6.39,162.9,17.5,169.0,73.8,221.9,0.5,3.22
South,Soybean,2012,744.4,28.2,60.9,6.88,196.8,34.1,186.0,56.6,195.9,2.68,2.08
East,Maize,2021,439.9,25.7,31.8,6.53,174.6,53.2,201.0,66.8,63.5,18.54,3.17
South,Rice,2018,1232.0,26.5,33.0,6.81,150.7,47.9,142.3,53.3,155.8,5.73,2.6
South,Rice,2018,773.9,26.5,62.4,5.93,140.6,47.5,168.5,14.8,171.8,12.79,2.81
East,Sugarcane,2012,748.0,28.4,72.9,6.02,102.3,29.4,159.7,70.9,182.9,4.12,42.97
South,Wheat,2012,458.7,25.4,35.7,6.38,130.3,61.8,150.7,49.3,100.8,9.04,1.9
South,Sugarcane,2021,1335.2,25.8,66.7,5.6,88.0,44.7,117.4,63.4,134.2,1.48,37.52
South,Sugarcane,2023,577.6,29.9,80.0,6.46,133.2,45.5,112.3,4.5,142.6,10.67,38.03
North,Wheat,2014,914.6,20.7,88.3,6.19,135.4,59.1,176.7,14.2,147.9,12.36,2.17
North,Maize,2011,1128.2,19.7,65.0,6.12,51.4,30.1,116.7,58.9,148.9,0.76,3.83
North,Sugarcane,2015,1005.4,18.1,67.6,6.76,121.4,48.4,78.9,45.9,172.0,1.62,47.71
East,Maize,2016,885.1,24.9,28.0,5.04,134.5,51.4,148.7,22.7,198.6,4.97,3.76
Central,Sugarcane,2022,474.6,14.7,91.5,6.32,117.1,36.8,208.2,24.1,286.5,8.12,43.27
South,Cotton,2018,697.6,26.3,51.4,8.35,132.5,54.8,38.2,63.2,232.3,8.12,1.01
South,Wheat,2024,947.0,23.5,46.0,5.63,73.0,52.2,138.5,5.9,259.0,8.83,2.28
East,Sugarcane,2015,703.2,29.7,56.2,7.53,92.8,43.5,177.0,43.4,151.2,10.03,40.0
South,Cotton,2012,950.8,20.6,82.7,6.54,156.2,43.0,77.1,52.3,119.8,5.64,1.22
North,Soybean,2021,1070.4,23.0,93.1,6.02,120.0,52.9,141.5,30.8,228.1,6.84,2.13
Central,Cotton,2014,1140.6,29.6,61.9,5.44,131.9,56.8,104.4,82.1,179.0,0.5,1.28
West,Rice,2013,593.5,30.9,75.0,6.61,100.9,45.9,109.7,5.7,223.8,1.46,2.18
South,Sugarcane,2024,1449.2,20.6,60.6,7.66,120.7,61.8,133.9,86.6,127.1,5.52,36.03
North,Cotton,2014,1091.9,24.9,44.4,6.19,39.4,54.9,105.1,72.3,218.9,10.95,1.62
West,Maize,2017,899.6,25.5,82.2,6.44,149.6,18.2,101.7,44.6,169.5,13.24,4.21
Central,Soybean,2017,1172.4,25.9,50.7,7.31,183.3,23.9,147.6,92.4,152.3,10.44,1.8
West,Sugarcane,2015,1491.4,22.7,83.0,6.77,82.7,62.7,239.1,70.2,158.0,5.33,46.57
North,Rice,2010,540.3,30.4,79.5,5.24,87.1,41.3,180.3,93.1,209.4,2.64,2.61
West,Cotton,2017,843.7,14.6,69.2,6.58,135.4,47.5,190.4,47.3,226.4,4.71,1.21
East,Soybean,2017,305.4,21.9,87.4,7.71,171.6,62.1,181.9,45.3,158.0,0.5,1.53
West,Sugarcane,2011,948.2,26.2,93.5,6.47,119.9,44.9,122.1,53.1,200.7,7.29,45.97
South,Soybean,2013,991.3,26.3,57.4,4.31,77.0,45.6,162.4,6.5,200.4,0.62,1.29
South,Rice,2021,890.2,30.8,47.9,6.81,112.7,32.0,193.9,90.8,224.3,1.26,3.03
East,Cotton,2011,736.4,30.0,32.0,6.34,84.0,50.5,183.1,66.8,239.2,7.87,1.32
North,Soybean,2013,387.6,22.6,93.7,5.04,96.6,53.8,157.8,61.8,288.7,0.5,1.59
South,Soybean,2021,993.4,30.5,53.4,5.16,109.4,36.3,170.8,92.6,152.1,6.82,1.61
Central,Wheat,2022,1263.9,20.4,77.0,7.28,87.5,31.2,248.5,99.4,267.6,8.14,2.38
South,Soybean,2022,752.2,28.7,48.9,5.91,92.8,84.4,183.6,16.3,187.0,12.42,1.62
South,Wheat,2019,1010.0,33.1,83.1,5.77,122.6,43.6,137.4,74.9,114.3,0.56,1.89
North,Cotton,2016,508.0,30.1,49.5,6.47,127.5,34.7,147.0,58.0,141.0,0.5,1.16
West,Sugarcane,2018,1014.3,24.5,42.1,5.98,70.2,55.6,107.8,46.1,208.0,11.65,52.48
South,Sugarcane,2023,801.7,22.3,56.9,6.58,133.9,44.2,243.9,97.8,223.4,2.74,55.35
East,Cotton,2023,709.4,16.4,52.0,6.34,106.6,28.7,214.2,85.0,119.0,17.46,1.14
West,Cotton,2017,709.9,25.6,68.9,5.54,145.2,52.2,153.3,69.7,134.2,1.64,1.25
Central,Maize,2024,801.6,18.4,59.2,6.09,147.3,32.2,237.2,38.3,148.0,7.05,3.38
North,Cotton,2021,995.6,20.0,69.4,6.85,100.9,68.6,175.3,66.6,128.2,0.93,1.17
Central,Soybean,2018,572.0,18.0,55.6,6.53,141.5,52.4,132.8,53.2,67.2,4.12,1.34
West,Sugarcane,2017,800.7,21.7,50.0,6.43,90.7,40.8,186.3,24.9,46.8,17.1,38.09
West,Rice,2011,889.6,23.9,51.2,8.05,166.3,46.6,165.9,45.0,157.1,7.5,2.63
West,Sugarcane,2016,625.2,25.4,90.7,7.08,92.0,58.5,183.5,21.2,195.1,9.36,45.43
Central,Wheat,2011,1349.2,21.0,63.4,7.18,132.3,47.8,95.2,50.0,219.3,2.05,2.48
West,Sugarcane,2022,686.6,29.3,30.2,6.37,113.4,76.8,117.6,72.0,98.3,20.49,43.33
Central,Maize,2021,732.6,23.0,52.2,6.68,84.4,62.0,209.5,3.7,99.3,7.81,3.14
West,Cotton,2020,655.4,20.1,61.5,6.16,151.5,52.3,217.7,76.5,148.3,0.9,1.19
East,Cotton,2011,1349.6,25.1,87.7,7.12,98.5,30.9,206.6,2.0,180.2,0.5,0.93
West,Sugarcane,2024,1038.2,33.8,75.4,6.41,60.5,42.8,238.7,51.7,240.5,0.5,47.47
Central,Rice,2013,665.9,25.7,46.2,6.68,19.1,52.2,173.1,57.3,223.1,0.5,2.91
South,Rice,2010,1176.6,22.2,96.3,6.63,89.4,32.7,170.3,76.1,157.9,19.41,2.51
West,Maize,2024,950.2,16.4,59.5,6.49,168.2,64.4,113.5,76.1,201.6,3.55,5.01
South,Wheat,2014,964.3,22.9,78.7,8.85,164.0,30.4,126.8,41.7,129.4,2.83,1.66
East,Sugarcane,2015,813.9,25.2,42.7,5.97,94.8,35.4,70.5,6.6,184.5,4.31,36.75
North,Cotton,2018,712.6,22.1,24.0,5.96,106.9,36.6,137.1,69.4,176.3,4.22,1.25
East,Sugarcane,2019,984.4,15.7,38.9,7.06,103.7,56.2,67.7,51.1,264.3,2.18,55.29
West,Maize,2017,763.7,19.7,11.2,6.02,73.3,32.9,193.2,33.3,209.6,0.77,4.36
South,Soybean,2011,1354.2,31.3,91.7,6.27,86.8,18.0,165.5,23.5,133.8,0.92,1.5
South,Soybean,2010,582.7,31.2,63.2,5.63,154.3,61.3,69.0,12.0,134.4,7.31,1.32
Central,Maize,2011,1284.0,19.6,46.1,6.89,137.6,38.3,142.4,29.5,160.0,4.04,3.84
South,Cotton,2016,872.2,27.4,66.8,6.9,129.6,29.0,228.7,45.8,86.1,18.62,1.13
Central,Maize,2013,974.8,18.1,62.8,6.25,73.3,33.7,145.0,47.8,166.2,4.99,4.09
North,Cotton,2019,1108.3,31.0,69.3,7.07,123.5,70.8,110.1,58.3,171.4,5.6,1.29
West,Rice,2014,742.4,25.2,78.1,5.01,39.4,35.1,78.6,36.2,208.0,21.08,2.29
Central,Maize,2021,1116.1,28.7,55.7,5.93,149.5,43.1,79.8,92.0,216.7,5.57,4.82
North,Cotton,2016,223.1,15.4,46.8,6.36,129.1,38.3,171.4,49.6,185.9,5.58,0.89
South,Maize,2012,720.0,27.4,72.4,5.56,72.9,26.5,132.6,42.4,82.2,3.61,2.88
South,Maize,2019,669.0,24.0,72.0,5.1,176.6,33.9,136.0,4.8,106.7,9.91,2.89
North,Cotton,2011,586.6,28.3,61.5,6.25,57.1,25.5,132.8,59.9,143.7,3.98,1.23
South,Cotton,2022,846.3,28.6,92.7,7.06,138.6,59.3,144.4,60.3,219.1,7.1,1.4
North,Wheat,2016,996.4,24.3,53.4,7.53,139.4,46.5,100.9,58.3,217.1,4.74,2.49
Central,Maize,2014,1075.7,21.0,46.5,6.06,76.6,82.2,162.6,88.8,165.0,6.02,4.35
Central,Soybean,2023,960.2,27.9,66.3,7.09,118.7,34.4,93.1,76.3,321.6,14.04,2.53
North,Maize,2024,733.6,23.7,49.9,7.01,62.7,32.1,119.8,86.7,273.7,4.27,4.71
Central,Maize,2010,992.3,19.6,67.4,7.47,20.4,68.0,190.4,5.9,254.4,2.09,3.61
Central,Cotton,2010,931.1,19.4,47.5,6.22,82.6,60.9,165.0,31.8,222.0,6.76,1.29
Central,Maize,2018,1134.0,16.6,54.0,5.06,98.4,50.8,177.4,31.9,207.5,22.18,3.45
East,Sugarcane,2014,1094.2,21.4,88.4,6.56,142.5,28.3,236.0,65.7,203.1,9.45,50.04
West,Maize,2010,907.6,29.5,53.9,5.69,122.4,71.2,147.6,44.9,71.7,2.95,2.74
South,Sugarcane,2016,675.7,24.9,48.0,5.92,123.3,43.9,150.9,77.7,116.9,26.37,41.97
East,Soybean,2018,736.8,21.4,77.6,6.26,84.5,38.5,139.4,38.4,166.7,3.36,1.79
Central,Cotton,2020,762.6,28.0,44.2,6.23,101.4,62.1,132.3,22.2,187.7,32.72,1.31
North,Maize,2010,821.2,19.8,49.6,6.61,87.5,44.7,109.6,29.1,172.5,1.71,3.4
Central,Sugarcane,2019,967.0,24.5,68.6,7.06,77.1,27.5,153.4,18.2,196.3,63.65,50.01
West,Sugarcane,2023,1078.8,23.1,74.1,6.21,99.2,45.6,164.2,19.8,53.8,0.63,44.13
Central,Sugarcane,2022,887.2,27.9,78.3,6.82,122.6,33.3,166.4,21.7,210.3,9.99,44.11
North,Rice,2013,904.0,16.1,48.8,6.51,100.0,5.0,152.6,1.6,183.7,10.79,2.65
West,Wheat,2023,935.8,19.7,68.9,7.25,108.7,31.8,187.0,71.6,168.8,9.1,1.88
Central,Soybean,2012,771.0,15.8,53.0,6.35,144.3,37.1,151.2,40.0,235.6,12.03,1.95
West,Maize,2014,668.7,22.7,50.9,6.44,102.5,27.7,133.6,2.3,117.3,5.11,3.63
South,Rice,2016,461.1,30.1,78.0,6.2,73.3,53.6,112.9,37.0,165.8,0.5,2.31
South,Maize,2017,726.2,21.5,51.8,6.37,139.7,33.3,88.0,90.5,197.1,3.54,3.89
Central,Maize,2022,1018.3,21.4,64.2,5.87,129.3,52.2,208.4,51.1,128.8,8.22,4.02
West,Cotton,2011,724.3,28.4,62.3,5.79,131.5,26.5,122.0,98.7,59.8,8.31,1.04
North,Cotton,2016,840.5,29.3,43.9,7.12,141.9,58.6,113.0,54.0,110.8,1.74,0.86
Central,Cotton,2023,1016.6,23.6,74.5,5.63,136.0,25.9,133.3,96.3,176.1,2.33,1.53
South,Rice,2023,1030.2,27.4,68.4,6.24,121.0,9.9,138.9,20.2,165.1,5.34,3.12
South,Maize,2010,630.1,18.6,30.2,7.31,203.7,63.6,215.5,29.0,178.9,10.43,3.57
Central,Wheat,2016,1149.3,30.9,64.2,6.22,75.0,32.2,136.9,70.0,140.4,15.33,1.93
West,Soybean,2017,1181.8,34.7,48.4,7.16,99.5,71.4,255.3,98.7,101.3,0.72,1.28
South,Cotton,2011,617.5,26.6,76.5,6.03,153.9,53.5,152.5,82.5,188.2,20.79,1.23
West,Cotton,2018,694.0,13.6,38.3,5.66,125.0,56.9,232.3,55.4,170.0,21.02,1.05
South,Maize,2010,1197.8,21.2,54.7,5.22,146.5,60.7,185.8,8.5,218.3,0.5,3.16
South,Maize,2022,863.3,27.1,65.4,7.55,125.9,46.7,164.4,36.4,135.1,5.65,2.94
East,Rice,2015,345.1,21.9,60.8,5.59,168.1,46.9,213.1,8.6,58.7,7.08,1.88
South,Rice,2010,550.1,30.4,71.4,7.1,84.7,64.2,194.9,31.1,23.7,6.45,1.78
North,Cotton,2012,837.7,26.9,37.2,5.7,167.0,46.7,175.4,25.9,155.9,7.65,1.21
Central,Maize,2020,609.2,20.5,84.8,7.55,161.0,34.1,242.7,38.9,187.7,5.6,3.29
Central,Wheat,2015,796.6,24.2,67.9,8.27,77.6,53.8,130.1,83.7,166.1,2.78,2.0
West,Soybean,2012,908.1,19.5,80.4,5.15,142.1,13.3,110.2,15.0,146.1,0.8,1.47
South,Maize,2017,1265.6,23.1,73.1,5.63,118.5,64.8,123.0,30.6,84.5,1.87,3.07
North,Maize,2014,827.4,21.2,59.8,7.12,98.8,65.1,220.1,26.1,66.6,10.78,3.05
West,Sugarcane,2011,1168.1,29.9,40.7,6.91,53.9,63.0,208.0,29.6,202.0,2.21,40.34
East,Rice,2013,1257.2,34.6,51.5,7.12,84.6,62.4,129.0,36.1,166.3,14.16,2.35
West,Soybean,2018,1258.6,16.8,83.8,6.04,144.8,43.7,55.8,24.4,158.2,4.13,1.71
West,Cotton,2013,971.2,14.4,80.8,8.09,148.5,43.4,141.8,94.3,87.5,4.28,0.92
South,Maize,2019,409.2,22.8,50.7,6.59,112.6,26.6,109.5,42.0,122.0,16.23,3.8
East,Cotton,2019,1015.2,16.4,17.7,5.53,148.6,71.2,130.2,11.4,182.7,1.93,1.13
West,Maize,2017,1162.1,24.2,56.8,6.3,153.1,37.7,107.8,46.8,197.1,1.68,4.45
North,Cotton,2014,879.7,27.7,55.7,5.54,125.4,50.1,85.6,18.4,170.1,33.82,1.19
North,Soybean,2020,1336.1,31.5,56.3,7.77,94.7,48.8,225.3,21.6,262.8,6.22,1.64
Central,Rice,2020,1115.0,25.0,67.9,5.97,135.4,24.9,122.7,28.5,145.5,1.69,2.66
East,Soybean,2019,1042.1,23.0,73.1,6.89,137.0,18.8,206.5,12.5,257.2,1.45,2.19
East,Sugarcane,2022,1171.6,14.1,74.9,6.12,143.6,45.1,141.1,72.1,193.0,15.82,47.15
Central,Wheat,2022,983.3,24.1,66.7,6.01,150.3,38.2,104.8,79.2,186.5,7.33,2.59
West,Rice,2023,276.8,24.4,33.0,4.97,72.3,43.7,170.4,39.4,236.0,0.98,2.18
East,Soybean,2024,775.2,27.2,54.9,6.98,102.2,61.0,134.4,68.9,142.6,17.44,1.67
North,Sugarcane,2010,1199.3,20.5,94.6,7.54,53.5,48.4,141.7,38.9,160.2,4.69,38.7
North,Wheat,2016,698.1,21.8,65.6,5.77,146.1,56.4,155.8,16.4,106.6,36.34,1.77
South,Sugarcane,2012,844.1,16.6,65.5,5.26,112.6,51.7,117.5,39.7,236.1,2.65,37.87
East,Maize,2019,638.8,12.5,65.4,7.14,135.1,40.3,85.2,55.7,200.1,6.02,3.14
West,Maize,2017,1346.0,18.5,66.2,5.18,68.4,30.0,147.9,4.1,245.9,1.52,3.23
Central,Cotton,2023,1320.4,16.1,24.3,7.48,169.0,49.0,188.6,65.4,192.3,4.63,1.12
Central,Rice,2021,679.0,25.7,56.4,5.78,78.2,46.3,113.9,74.3,246.2,1.55,2.83
West,Maize,2012,936.8,21.4,59.4,5.62,147.1,58.7,156.2,86.0,135.2,2.94,3.68
South,Sugarcane,2010,729.9,21.3,79.2,6.7,124.1,42.7,210.2,10.3,239.2,2.52,50.25
Central,Rice,2014,1053.7,19.1,60.7,5.67,113.4,40.5,146.4,0.0,156.1,2.66,2.32
East,Maize,2011,1027.4,7.8,35.3,5.93,110.5,41.6,153.4,7.3,180.2,28.01,3.11
South,Cotton,2020,1102.9,31.5,66.5,6.78,97.7,31.2,152.2,92.4,223.7,0.5,1.32
East,Soybean,2013,983.0,19.0,47.9,4.56,165.3,66.7,122.7,76.6,319.7,5.5,1.93
North,Cotton,2010,1633.9,21.9,41.7,7.81,120.4,62.1,110.3,83.5,229.2,7.94,1.15
South,Wheat,2018,643.0,16.7,47.5,6.53,75.6,26.8,110.4,51.7,234.9,8.65,1.77
Central,Maize,2015,472.3,28.9,68.1,5.47,106.6,57.1,164.7,52.7,147.3,11.24,3.16
South,Wheat,2017,801.7,24.7,78.9,5.69,124.5,17.3,180.3,29.9,189.4,11.45,2.43
South,Wheat,2020,508.0,19.9,67.2,7.29,151.4,59.8,182.2,84.3,174.2,24.9,1.94
South,Sugarcane,2013,526.9,22.0,69.5,6.98,98.8,34.6,134.9,83.0,264.5,11.27,50.69
South,Rice,2018,649.7,32.4,67.1,7.61,101.2,50.4,193.7,39.2,171.2,13.88,2.01
East,Sugarcane,2011,669.5,23.6,61.5,5.95,120.8,16.1,162.3,32.9,259.7,6.08,50.09
North,Maize,2018,661.3,23.1,70.5,6.74,150.6,27.0,152.8,73.8,101.9,8.58,4.41
West,Wheat,2021,1029.6,19.3,23.7,6.84,72.1,52.0,16.4,2.6,263.9,5.2,2.0
South,Soybean,2014,773.5,14.5,61.7,7.06,137.7,34.5,117.3,86.0,128.3,2.59,1.51
Central,Wheat,2022,855.1,23.2,44.3,7.4,103.8,32.4,89.2,44.6,231.2,3.01,2.54
South,Soybean,2015,1123.6,25.6,77.4,5.93,108.6,65.9,175.1,44.1,128.1,3.58,1.94
Central,Sugarcane,2012,708.4,29.5,57.8,6.41,190.1,78.2,153.8,66.9,217.1,3.33,42.79
East,Sugarcane,2013,833.9,12.8,60.5,6.01,113.1,59.1,107.1,64.6,122.2,6.09,35.66
Central,Rice,2015,991.4,18.4,37.4,6.46,146.4,28.6,162.2,26.6,242.2,2.28,3.02
West,Wheat,2016,414.6,21.1,75.3,7.06,145.2,71.5,93.1,94.3,230.7,5.82,2.09
North,Cotton,2010,303.8,24.0,69.4,5.18,78.7,21.6,108.2,98.6,144.0,19.84,1.0
Central,Sugarcane,2016,986.5,23.3,68.4,7.39,55.4,40.4,121.6,52.6,214.7,4.17,44.78
Central,Sugarcane,2010,1023.0,23.4,47.8,5.59,148.7,45.8,171.6,56.1,236.8,2.01,50.97
North,Rice,2014,1416.1,26.0,48.4,6.25,82.1,73.9,206.0,55.4,124.6,3.41,2.37
West,Soybean,2015,939.5,19.5,63.4,7.5,61.8,58.7,126.6,48.6,118.0,16.76,1.59
South,Rice,2022,1104.9,28.7,49.6,6.76,155.9,38.0,202.9,94.5,115.7,22.74,2.7
Central,Wheat,2011,851.1,26.2,66.5,6.77,84.3,30.8,151.9,24.5,107.2,17.42,2.05
North,Maize,2024,974.3,22.4,27.6,5.56,93.0,60.0,159.4,10.8,115.4,2.71,3.12
East,Maize,2024,1316.8,32.0,52.7,5.66,189.1,37.0,147.4,93.0,235.5,3.93,3.99
North,Soybean,2022,369.0,31.8,87.0,7.25,61.9,48.3,142.1,21.3,213.5,29.49,1.33
East,Sugarcane,2019,1003.4,28.7,66.6,6.03,76.0,24.5,167.6,74.9,78.2,3.13,43.08
West,Soybean,2018,1433.9,8.9,62.5,6.1,103.9,53.5,179.6,20.4,149.4,1.19,1.21
South,Sugarcane,2023,970.5,31.9,89.8,7.27,111.6,52.3,114.6,96.0,110.5,2.65,41.82
North,Sugarcane,2019,1312.6,28.0,25.0,5.66,88.7,26.4,142.4,79.1,231.7,26.59,46.09
Central,Maize,2015,742.7,34.0,47.8,6.72,79.4,60.5,216.8,91.9,153.0,4.3,3.79
West,Soybean,2016,892.0,30.2,54.0,6.53,172.8,53.3,157.1,95.1,87.3,21.73,1.75
North,Rice,2023,908.4,31.9,72.9,6.5,129.2,56.1,161.5,8.4,190.2,0.88,2.54
Central,Sugarcane,2024,345.6,28.4,73.1,6.09,140.5,39.3,196.7,43.3,216.4,11.62,39.36
North,Cotton,2019,608.0,30.7,47.0,6.04,115.2,47.7,130.0,64.8,122.8,0.78,1.0
East,Cotton,2024,625.8,34.0,75.0,5.64,130.1,46.0,148.6,80.2,164.1,1.76,1.01
North,Rice,2017,1105.5,25.1,54.0,6.89,152.7,42.8,182.7,24.1,125.9,7.66,2.49
North,Cotton,2020,1118.0,16.1,78.2,5.97,85.1,47.6,199.6,91.5,254.6,4.56,1.51
North,Wheat,2024,981.0,22.5,44.5,7.27,129.3,63.8,55.4,22.1,154.1,8.79,2.05
West,Sugarcane,2022,1106.0,25.9,58.2,6.32,144.4,61.1,120.5,86.6,136.7,29.02,55.07
North,Rice,2019,859.0,24.4,52.6,5.65,174.1,27.3,110.1,51.3,176.9,0.5,2.85
Central,Soybean,2010,1200.5,17.8,75.8,6.31,188.2,59.8,145.0,51.5,167.5,1.7,1.9
East,Sugarcane,2023,902.2,15.8,52.2,6.17,122.4,62.9,113.1,37.4,221.3,8.18,42.74
East,Rice,2017,914.5,20.3,59.4,7.31,159.9,42.7,176.6,10.4,253.0,18.15,2.4
North,Maize,2013,833.6,28.0,67.6,6.2,26.5,52.6,156.9,34.7,253.4,12.78,3.67
